segment_id,chainage_range_m,consensus_rank,consensus_percentile,consensus_priority_band,rank_interval_width_90,top_10_pct_probability,method_agreement_category,principal_elevated_components,structure_context,interpretation_limitation,epsilon_dominance_status,human_readable_explanation,disclaimer_notice
NH44_SEG_127,63000.0m - 63500.0m,151,5.06,VERY_LOW,0.0,0.0,SENSITIVE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the VERY_LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_128,63500.0m - 64000.0m,149,6.33,VERY_LOW,0.0,0.0,SENSITIVE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the VERY_LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_129,64000.0m - 64500.0m,145,8.86,VERY_LOW,0.0,0.0,SENSITIVE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the VERY_LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_130,64500.0m - 65000.0m,141,11.39,VERY_LOW,0.0,0.0,SENSITIVE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the VERY_LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_131,65000.0m - 65500.0m,139,12.66,VERY_LOW,0.0,0.0,MODERATE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the VERY_LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_132,65500.0m - 66000.0m,133,16.46,VERY_LOW,0.0,0.0,MODERATE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the VERY_LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_133,66000.0m - 66500.0m,129,18.99,VERY_LOW,0.0,0.0,VERY_STABLE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the VERY_LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_134,66500.0m - 67000.0m,122,23.42,LOW,0.0,0.0,VERY_STABLE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_135,67000.0m - 67500.0m,120,24.68,LOW,0.0,0.0,VERY_STABLE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_136,67500.0m - 68000.0m,123,22.78,LOW,0.0,0.0,VERY_STABLE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_137,68000.0m - 68500.0m,121,24.05,LOW,0.0,0.0,VERY_STABLE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_138,68500.0m - 69000.0m,125,21.52,LOW,0.0,0.0,VERY_STABLE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_139,69000.0m - 69500.0m,131,17.72,VERY_LOW,0.0,0.0,MODERATE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the VERY_LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_140,69500.0m - 70000.0m,136,14.56,VERY_LOW,0.0,0.0,MODERATE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the VERY_LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_141,70000.0m - 70500.0m,137,13.92,VERY_LOW,0.0,0.0,MODERATE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the VERY_LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_142,70500.0m - 71000.0m,135,15.19,VERY_LOW,0.0,0.0,MODERATE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the VERY_LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_143,71000.0m - 71500.0m,128,19.62,VERY_LOW,0.0,0.0,VERY_STABLE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the VERY_LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_144,71500.0m - 72000.0m,126,20.89,LOW,0.0,0.0,VERY_STABLE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_145,72000.0m - 72500.0m,127,20.25,LOW,0.0,0.0,VERY_STABLE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_146,72500.0m - 73000.0m,130,18.35,VERY_LOW,0.0,0.0,MODERATE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the VERY_LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_147,73000.0m - 73500.0m,134,15.82,VERY_LOW,0.0,0.0,MODERATE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the VERY_LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_148,73500.0m - 74000.0m,140,12.03,VERY_LOW,0.0,0.0,SENSITIVE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the VERY_LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_149,74000.0m - 74500.0m,143,10.13,VERY_LOW,0.0,0.0,SENSITIVE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the VERY_LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_150,74500.0m - 75000.0m,146,8.23,VERY_LOW,0.0,0.0,SENSITIVE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the VERY_LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_151,75000.0m - 75500.0m,150,5.7,VERY_LOW,0.0,0.0,SENSITIVE,Slope severity & Geological fault proximity,Tunnel,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the VERY_LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_152,75500.0m - 76000.0m,152,4.43,VERY_LOW,0.0,0.0,SENSITIVE,Slope severity & Geological fault proximity,Tunnel,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the VERY_LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_153,76000.0m - 76500.0m,155,2.53,VERY_LOW,0.0,0.0,HIGHLY_SENSITIVE,Slope severity & Geological fault proximity,Tunnel,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the VERY_LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_154,76500.0m - 77000.0m,153,3.8,VERY_LOW,0.0,0.0,SENSITIVE,Slope severity & Geological fault proximity,Tunnel,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the VERY_LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_155,77000.0m - 77500.0m,154,3.16,VERY_LOW,0.0,0.0,SENSITIVE,Slope severity & Geological fault proximity,Tunnel,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the VERY_LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_156,77500.0m - 78000.0m,156,1.9,VERY_LOW,0.0,0.0,HIGHLY_SENSITIVE,Slope severity & Geological fault proximity,Tunnel,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the VERY_LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_157,78000.0m - 78500.0m,157,1.27,VERY_LOW,0.0,0.0,HIGHLY_SENSITIVE,Slope severity & Geological fault proximity,Tunnel,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the VERY_LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_158,78500.0m - 78619.4m,158,0.63,VERY_LOW,0.0,0.0,HIGHLY_SENSITIVE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the VERY_LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
