segment_id,midpoint_longitude_deg,midpoint_latitude_deg,coordinate_source,raster_row_index,raster_column_index,native_cell_id,cell_center_longitude_deg,cell_center_latitude_deg,west_bound_deg,east_bound_deg,south_bound_deg,north_bound_deg,boundary_rule,mapping_method_a_result,mapping_method_b_result,agreement_status
NH44_SEG_130,75.183427,33.365573,v2_3a_final_segment_inventory.csv,566,2551,GPM_NATIVE_33.35N_75.15E,75.15,33.35,75.1,75.2,33.3,33.4,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.35N_75.15E_row566_col2551,"GPM_NATIVE_33.35N_75.15E_bbox[75.10,33.30,75.20,33.40]",EXACT_AGREEMENT
NH44_SEG_131,75.187907,33.367217,v2_3a_final_segment_inventory.csv,566,2551,GPM_NATIVE_33.35N_75.15E,75.15,33.35,75.1,75.2,33.3,33.4,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.35N_75.15E_row566_col2551,"GPM_NATIVE_33.35N_75.15E_bbox[75.10,33.30,75.20,33.40]",EXACT_AGREEMENT
NH44_SEG_132,75.192128,33.369403,v2_3a_final_segment_inventory.csv,566,2551,GPM_NATIVE_33.35N_75.15E,75.15,33.35,75.1,75.2,33.3,33.4,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.35N_75.15E_row566_col2551,"GPM_NATIVE_33.35N_75.15E_bbox[75.10,33.30,75.20,33.40]",EXACT_AGREEMENT
NH44_SEG_133,75.195227,33.37269,v2_3a_final_segment_inventory.csv,566,2551,GPM_NATIVE_33.35N_75.15E,75.15,33.35,75.1,75.2,33.3,33.4,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.35N_75.15E_row566_col2551,"GPM_NATIVE_33.35N_75.15E_bbox[75.10,33.30,75.20,33.40]",EXACT_AGREEMENT
NH44_SEG_134,75.198306,33.376336,v2_3a_final_segment_inventory.csv,566,2551,GPM_NATIVE_33.35N_75.15E,75.15,33.35,75.1,75.2,33.3,33.4,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.35N_75.15E_row566_col2551,"GPM_NATIVE_33.35N_75.15E_bbox[75.10,33.30,75.20,33.40]",EXACT_AGREEMENT
NH44_SEG_135,75.20116,33.379435,v2_3a_final_segment_inventory.csv,566,2552,GPM_NATIVE_33.35N_75.25E,75.25,33.35,75.2,75.3,33.3,33.4,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.35N_75.25E_row566_col2552,"GPM_NATIVE_33.35N_75.25E_bbox[75.20,33.30,75.30,33.40]",EXACT_AGREEMENT
NH44_SEG_136,75.201282,33.383753,v2_3a_final_segment_inventory.csv,566,2552,GPM_NATIVE_33.35N_75.25E,75.25,33.35,75.2,75.3,33.3,33.4,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.35N_75.25E_row566_col2552,"GPM_NATIVE_33.35N_75.25E_bbox[75.20,33.30,75.30,33.40]",EXACT_AGREEMENT
NH44_SEG_137,75.202601,33.388061,v2_3a_final_segment_inventory.csv,566,2552,GPM_NATIVE_33.35N_75.25E,75.25,33.35,75.2,75.3,33.3,33.4,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.35N_75.25E_row566_col2552,"GPM_NATIVE_33.35N_75.25E_bbox[75.20,33.30,75.30,33.40]",EXACT_AGREEMENT
NH44_SEG_138,75.19927,33.390336,v2_3a_final_segment_inventory.csv,566,2551,GPM_NATIVE_33.35N_75.15E,75.15,33.35,75.1,75.2,33.3,33.4,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.35N_75.15E_row566_col2551,"GPM_NATIVE_33.35N_75.15E_bbox[75.10,33.30,75.20,33.40]",EXACT_AGREEMENT
NH44_SEG_139,75.197508,33.39446,v2_3a_final_segment_inventory.csv,566,2551,GPM_NATIVE_33.35N_75.15E,75.15,33.35,75.1,75.2,33.3,33.4,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.35N_75.15E_row566_col2551,"GPM_NATIVE_33.35N_75.15E_bbox[75.10,33.30,75.20,33.40]",EXACT_AGREEMENT
NH44_SEG_140,75.196189,33.398762,v2_3a_final_segment_inventory.csv,566,2551,GPM_NATIVE_33.35N_75.15E,75.15,33.35,75.1,75.2,33.3,33.4,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.35N_75.15E_row566_col2551,"GPM_NATIVE_33.35N_75.15E_bbox[75.10,33.30,75.20,33.40]",EXACT_AGREEMENT
NH44_SEG_141,75.196392,33.402618,v2_3a_final_segment_inventory.csv,565,2551,GPM_NATIVE_33.45N_75.15E,75.15,33.45,75.1,75.2,33.4,33.5,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.45N_75.15E_row565_col2551,"GPM_NATIVE_33.45N_75.15E_bbox[75.10,33.40,75.20,33.50]",EXACT_AGREEMENT
NH44_SEG_142,75.198734,33.406471,v2_3a_final_segment_inventory.csv,565,2551,GPM_NATIVE_33.45N_75.15E,75.15,33.45,75.1,75.2,33.4,33.5,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.45N_75.15E_row565_col2551,"GPM_NATIVE_33.45N_75.15E_bbox[75.10,33.40,75.20,33.50]",EXACT_AGREEMENT
NH44_SEG_143,75.20252,33.409138,v2_3a_final_segment_inventory.csv,565,2552,GPM_NATIVE_33.45N_75.25E,75.25,33.45,75.2,75.3,33.4,33.5,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.45N_75.25E_row565_col2552,"GPM_NATIVE_33.45N_75.25E_bbox[75.20,33.40,75.30,33.50]",EXACT_AGREEMENT
NH44_SEG_144,75.2047,33.413041,v2_3a_final_segment_inventory.csv,565,2552,GPM_NATIVE_33.45N_75.25E,75.25,33.45,75.2,75.3,33.4,33.5,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.45N_75.25E_row565_col2552,"GPM_NATIVE_33.45N_75.25E_bbox[75.20,33.40,75.30,33.50]",EXACT_AGREEMENT
NH44_SEG_145,75.204695,33.41706,v2_3a_final_segment_inventory.csv,565,2552,GPM_NATIVE_33.45N_75.25E,75.25,33.45,75.2,75.3,33.4,33.5,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.45N_75.25E_row565_col2552,"GPM_NATIVE_33.45N_75.25E_bbox[75.20,33.40,75.30,33.50]",EXACT_AGREEMENT
NH44_SEG_146,75.204725,33.421419,v2_3a_final_segment_inventory.csv,565,2552,GPM_NATIVE_33.45N_75.25E,75.25,33.45,75.2,75.3,33.4,33.5,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.45N_75.25E_row565_col2552,"GPM_NATIVE_33.45N_75.25E_bbox[75.20,33.40,75.30,33.50]",EXACT_AGREEMENT
NH44_SEG_147,75.204652,33.425858,v2_3a_final_segment_inventory.csv,565,2552,GPM_NATIVE_33.45N_75.25E,75.25,33.45,75.2,75.3,33.4,33.5,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.45N_75.25E_row565_col2552,"GPM_NATIVE_33.45N_75.25E_bbox[75.20,33.40,75.30,33.50]",EXACT_AGREEMENT
NH44_SEG_148,75.200159,33.428297,v2_3a_final_segment_inventory.csv,565,2552,GPM_NATIVE_33.45N_75.25E,75.25,33.45,75.2,75.3,33.4,33.5,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.45N_75.25E_row565_col2552,"GPM_NATIVE_33.45N_75.25E_bbox[75.20,33.40,75.30,33.50]",EXACT_AGREEMENT
NH44_SEG_149,75.197099,33.431778,v2_3a_final_segment_inventory.csv,565,2551,GPM_NATIVE_33.45N_75.15E,75.15,33.45,75.1,75.2,33.4,33.5,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.45N_75.15E_row565_col2551,"GPM_NATIVE_33.45N_75.15E_bbox[75.10,33.40,75.20,33.50]",EXACT_AGREEMENT
NH44_SEG_150,75.194156,33.435473,v2_3a_final_segment_inventory.csv,565,2551,GPM_NATIVE_33.45N_75.15E,75.15,33.45,75.1,75.2,33.4,33.5,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.45N_75.15E_row565_col2551,"GPM_NATIVE_33.45N_75.15E_bbox[75.10,33.40,75.20,33.50]",EXACT_AGREEMENT
NH44_SEG_151,75.192382,33.439437,v2_3a_final_segment_inventory.csv,565,2551,GPM_NATIVE_33.45N_75.15E,75.15,33.45,75.1,75.2,33.4,33.5,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.45N_75.15E_row565_col2551,"GPM_NATIVE_33.45N_75.15E_bbox[75.10,33.40,75.20,33.50]",EXACT_AGREEMENT
NH44_SEG_152,75.189748,33.442962,v2_3a_final_segment_inventory.csv,565,2551,GPM_NATIVE_33.45N_75.15E,75.15,33.45,75.1,75.2,33.4,33.5,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.45N_75.15E_row565_col2551,"GPM_NATIVE_33.45N_75.15E_bbox[75.10,33.40,75.20,33.50]",EXACT_AGREEMENT
NH44_SEG_153,75.18949,33.44728,v2_3a_final_segment_inventory.csv,565,2551,GPM_NATIVE_33.45N_75.15E,75.15,33.45,75.1,75.2,33.4,33.5,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.45N_75.15E_row565_col2551,"GPM_NATIVE_33.45N_75.15E_bbox[75.10,33.40,75.20,33.50]",EXACT_AGREEMENT
NH44_SEG_154,75.191166,33.451565,v2_3a_final_segment_inventory.csv,565,2551,GPM_NATIVE_33.45N_75.15E,75.15,33.45,75.1,75.2,33.4,33.5,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.45N_75.15E_row565_col2551,"GPM_NATIVE_33.45N_75.15E_bbox[75.10,33.40,75.20,33.50]",EXACT_AGREEMENT
NH44_SEG_155,75.191148,33.455711,v2_3a_final_segment_inventory.csv,565,2551,GPM_NATIVE_33.45N_75.15E,75.15,33.45,75.1,75.2,33.4,33.5,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.45N_75.15E_row565_col2551,"GPM_NATIVE_33.45N_75.15E_bbox[75.10,33.40,75.20,33.50]",EXACT_AGREEMENT
NH44_SEG_156,75.188053,33.4593,v2_3a_final_segment_inventory.csv,565,2551,GPM_NATIVE_33.45N_75.15E,75.15,33.45,75.1,75.2,33.4,33.5,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.45N_75.15E_row565_col2551,"GPM_NATIVE_33.45N_75.15E_bbox[75.10,33.40,75.20,33.50]",EXACT_AGREEMENT
NH44_SEG_157,75.187429,33.463688,v2_3a_final_segment_inventory.csv,565,2551,GPM_NATIVE_33.45N_75.15E,75.15,33.45,75.1,75.2,33.4,33.5,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.45N_75.15E_row565_col2551,"GPM_NATIVE_33.45N_75.15E_bbox[75.10,33.40,75.20,33.50]",EXACT_AGREEMENT
NH44_SEG_158,75.187496,33.466463,v2_3a_final_segment_inventory.csv,565,2551,GPM_NATIVE_33.45N_75.15E,75.15,33.45,75.1,75.2,33.4,33.5,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.45N_75.15E_row565_col2551,"GPM_NATIVE_33.45N_75.15E_bbox[75.10,33.40,75.20,33.50]",EXACT_AGREEMENT
