segment_id,segment_index,chainage_mid_m,structure_dominant_type,static_susceptibility_score_primary,static_susceptibility_score_mean,static_susceptibility_score_max,terrain_severity_score_primary,terrain_severity_score_mean,terrain_severity_score_max,geological_context_score_primary,geological_context_score_mean,geological_context_score_max,surface_drainage_score_primary,surface_drainage_score_mean,surface_drainage_score_max,road_structure_context_profile,data_confidence_score_primary,data_confidence_category,susceptibility_band,terrain_band,geology_band,surface_drainage_band,multidimensional_profile_string
NH44_SEG_001,0,250.0,Open Road,,,,,,,100.0,94.83,100.0,50.32,65.83,96.84,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,VERY_HIGH,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=VERY_HIGH; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_141,140,70250.0,Open Road,,,,,,,13.92,21.52,36.71,50.32,54.22,62.03,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,VERY_LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=VERY_LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_142,141,70750.0,Open Road,,,,,,,15.19,22.36,36.71,50.32,51.9,55.06,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,VERY_LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=VERY_LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_143,142,71250.0,Open Road,,,,,,,19.62,25.32,36.71,50.32,49.58,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,VERY_LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=VERY_LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_144,143,71750.0,Open Road,,,,,,,20.89,42.09,84.49,50.32,47.37,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_145,144,72250.0,Open Road,,,,,,,20.25,25.74,36.71,50.32,45.26,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_146,145,72750.0,Open Road,,,,,,,18.35,24.47,36.71,50.32,43.15,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,VERY_LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=VERY_LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_147,146,73250.0,Open Road,,,,,,,15.82,22.78,36.71,50.32,41.04,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,VERY_LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=VERY_LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_148,147,73750.0,Open Road,,,,,,,12.03,20.26,36.71,50.32,38.93,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,VERY_LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=VERY_LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_149,148,74250.0,Open Road,,,,,,,10.13,34.92,84.49,50.32,36.82,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,VERY_LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=VERY_LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_150,149,74750.0,Open Road,,,,,,,8.23,33.65,84.49,50.32,34.71,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,VERY_LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=VERY_LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_151,150,75250.0,Tunnel,,,,,,,5.7,16.04,36.71,50.32,65.83,96.84,Tunnel,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,VERY_LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=VERY_LOW; SurfaceDrainage=MODERATE; Structure=Tunnel; Confidence=HIGH
NH44_SEG_152,151,75750.0,Tunnel,,,,,,,4.43,15.19,36.71,50.32,63.5,89.87,Tunnel,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,VERY_LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=VERY_LOW; SurfaceDrainage=MODERATE; Structure=Tunnel; Confidence=HIGH
NH44_SEG_153,152,76250.0,Tunnel,,,,,,,2.53,13.92,36.71,50.32,61.18,82.91,Tunnel,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,VERY_LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=VERY_LOW; SurfaceDrainage=MODERATE; Structure=Tunnel; Confidence=HIGH
NH44_SEG_154,153,76750.0,Tunnel,,,,,,,3.8,14.77,36.71,50.32,58.86,75.95,Tunnel,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,VERY_LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=VERY_LOW; SurfaceDrainage=MODERATE; Structure=Tunnel; Confidence=HIGH
NH44_SEG_155,154,77250.0,Tunnel,,,,,,,3.16,14.34,36.71,50.32,56.54,68.99,Tunnel,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,VERY_LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=VERY_LOW; SurfaceDrainage=MODERATE; Structure=Tunnel; Confidence=HIGH
NH44_SEG_156,155,77750.0,Tunnel,,,,,,,1.9,13.5,36.71,50.32,54.22,62.03,Tunnel,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,VERY_LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=VERY_LOW; SurfaceDrainage=MODERATE; Structure=Tunnel; Confidence=HIGH
NH44_SEG_157,156,78250.0,Tunnel,,,,,,,1.27,13.08,36.71,50.32,51.9,55.06,Tunnel,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,VERY_LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=VERY_LOW; SurfaceDrainage=MODERATE; Structure=Tunnel; Confidence=HIGH
NH44_SEG_158,157,78559.68,Open Road,,,,,,,0.63,12.66,36.71,50.32,49.58,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,VERY_LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=VERY_LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
